product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,discount
75307228,OSHO - Yêu - Being In Love,Osho,168000,110800,671121,Sách nghệ thuật sống đẹp,1855,5.0,350,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,0.34
205802190,Thám Tử Lừng Danh Conan - Tập 100 - Bìa Gập - Tặng Kèm Postcard Vuông Conan 100,Gosho Aoyama,20000,20000,79,Others,6,5.0,330,Nhà Xuất Bản Kim Đồng,0.0
