product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,discount
205148090,Shaman King - Tập 21,Hiroyuki Takei,35000,30400,145,Others,6,4.3,200,NXB Trẻ,0.13
136143567,Thần Số Học,Hans Decoz,219000,153000,1339,Sách Chiêm Tinh - Horoscope,199,4.8,392,Nhà Xuất Bản Thanh Niên,0.3
203231465,Cơ Duyên Của Cáo,Minazuki Akira,199000,147000,221,Tranh Truyện,50,5,164,Nhà Xuất Bản Hà Nội,0.26
168662171,Vừa Nhắm Mắt Vừa Mở Cửa Số,Nguyễn Ngọc Thuần,75000,55000,822,Văn học thiếu nhi,79,5,192,NXB Trẻ,0.27
73553829,"Làm Cha Mẹ Tỉnh Thức - Chuyển Hóa Bản Thân, Trao Quyền Cho Con Cái",Tiến sĩ Shefali Tsabary,139000,97300,6162,Sách Làm Cha Mẹ,743,5,312,Nhà Xuất Bản Lao Động,0.3
121185870,Và Rồi Núi Vọng,Khaled Hosseini,148000,88800,1089,Tiểu Thuyết,224,5,512,Nhà Xuất Bản Hội Nhà Văn,0.4
207398364,"Gửi Em, Người Bất Tử - Tập 16",Yoshitoki Oima,30000,26100,53,Others,4,5,192,NXB Trẻ,0.13
93249305,Tư Duy Nhanh Và Chậm (Bản mới nhất 2020),Daniel Kahneman,269000,174850,874,Bài học kinh doanh,182,4.8,612,Nhà Xuất Bản Thế Giới,0.35
205148096,"Gửi Em, Người Bất Tử - Tập 15",Yoshitoki Oima,30000,26100,119,Others,6,5,200,NXB Trẻ,0.13
193981042,One Piece - Tập 100 :  Haki Bá vương,Eiichiro Oda,22000,21900,2712,Others,527,5,330,Nhà Xuất Bản Kim Đồng,0
155463025,Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),Zig Ziglar,198000,112800,588,Sách Marketing - Bán hàng ,58,5,504,Nhà Xuất Bản Tổng hợp TP.HCM,0.43
27611077,Hackers Ielts: Writing,Viện ngôn ngữ Hackers,239000,156000,6892,Sách Học Tiếng Anh,1149,4.8,452,Nhà Xuất Bản Thế Giới,0.35
156824933,Thám tử lừng danh Conan Tập 99,Gosho Aoyama,20000,20000,5491,Others,1396,5,184,Nhà Xuất Bản Kim Đồng,0
3955683,Chuyện Con Ốc Sên Muốn Biết Tại Sao Nó Chậm Chạp (Tái Bản),Luis Sepulveda,39000,23400,5828,Others,301,4.8,82,Unknown,0.4
76175424,Vụ Án Mạng Ở Nhà Khách Núi Hakuba,Higashino Keigo,138000,82800,3214,Truyện trinh thám,760,4.8,336,Nhà Xuất Bản Hà Nội,0.4
5914507,Quân Vương (Tái Bản),Machiavelli,68000,40800,2443,Tiểu sử - Hồi ký,283,4.8,215,Nhà Xuất Bản Hội Nhà Văn,0.4
832239,Thiên Môn Chi Tâm,Phương Bạch Vũ,77000,15400,512,Tiểu Thuyết,26,4.5,252,Unknown,0.8
202878485,Shaman King - Tập 20,Hiroyuki Takei,35000,30400,220,Others,15,5,330,NXB Trẻ,0.13
205033835,Một năm sống tử tế,Donna Cameron,168000,100800,64,Tác phẩm kinh điển,5,5,422,Nhà Xuất Bản Dân Trí,0.4
203757840,Blue Flag - Tập 6,Unknown,45000,42000,177,Others,15,5,330,Nhà Xuất Bản Kim Đồng,0.07
47342678,Không Giới Hạn - Khám Phá HO'OPONOPONO,Joe Vitale,149000,123000,11789,Others,1633,5,304,Nhà Xuất Bản Thế Giới,0.17
58616755,Content Bạc Tỷ,Diệp Tiểu Ngư,149000,101000,3533,Sách Marketing - Bán hàng ,578,4.8,384,Nhà Xuất Bản Công Thương,0.32
102629318,999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản),Miêu Công Tử,129000,90001,4660,Others,778,4.8,232,Nhà Xuất Bản Thanh Niên,0.3
176550321,Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn,William B. Irvine,169000,118300,1223,Sách nghệ thuật sống đẹp,125,4.8,372,Nhà Xuất Bản Công Thương,0.3
166033489,Hoàng Tử Bé (Tái Bản 2022),Antoine De Saint-Exupéry,35000,30100,1142,Truyện kể cho bé,143,5,112,Nhà Xuất Bản Kim Đồng,0.14
194205620,Người Hướng Nội Trong Thế Giới Hướng Ngoại,Insook Nam,105000,84100,280,Others,22,5,200,Nhà Xuất Bản Dân Trí,0.2
480226,Chúng Ta Sẽ Nói Gì Khi Gặp Lại Nhau,TS. Nguyễn Thị Hậu,50000,10000,459,Lĩnh vực khác,11,3.9,164,Unknown,0.8
92859698,Tâm Lý Học Biểu Cảm,Mã Hạo Thiên,98000,63001,6134,Others,1332,5,252,Nhà Xuất Bản Văn Học,0.36
205815553,"Sự Thông Minh Trong Hài Hước: Nói Tinh Tế, Dễ Vào Tim",Unknown,139000,139000,72,Others,0,0,247,Nhà Xuất Bản Hồng Đức,0
10325548,How Food Works - Hiểu Hết Về Thức Ăn,Unknown,300000,180000,5848,Sách Học Tiếng Anh,626,4.7,255,Unknown,0.4
160997378,"Giải Thích Ngữ Pháp Tiếng Anh Với Bài Tập Và Đáp Án (TB 2022) - Tác giả Mai Lan Hương, Hà Thanh Uyên ","Mai Lan Hương, Hà Thanh Uyên",220000,143000,2092,Sách Học Tiếng Anh,464,5,560,Nhà Xuất Bản Đà Nẵng,0.35
14645351,Cuộc Đời Của Pi ( Tái Bản 2019),Yann Martel,110000,88100,1976,Sách Marketing - Bán hàng ,191,4.8,455,Unknown,0.2
162181800,Cảm Ơn Anh Đã Đánh Mất Em,Trí,99000,69001,2889,Truyện ngắn - Tản văn - Tạp Văn,442,5,256,Nhà Xuất Bản Văn Học,0.3
9948009,Dám Hạnh Phúc,Koga Fumitake,110000,66000,6711,Truyện dài,517,4.8,299,Unknown,0.4
1938895,Nghệ Thuật PR Bản Thân (Tái Bản 2018),Austin Kleon,99000,62370,3698,Sách kỹ năng làm việc,191,4.7,222,Unknown,0.37
201048325,Ngôi Sao Vườn Nữ Sinh - Tập 2,Yama Wayama,50000,45100,360,Others,40,5,330,Nhà Xuất Bản Kim Đồng,0.1
200928947,Những Gì Đã Qua Đừng Nghĩ Lại Quá Nhiều,Minh Mẫn - Du Phong,98000,58000,181,Truyện ngắn - Tản văn - Tạp Văn,12,4.7,208,Nhà Xuất Bản Văn Học,0.41
121635154,Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark),Thought Catalog,72000,54000,3281,Truyện ngắn - Tản văn - Tạp Văn,453,4.8,160,Nhà Xuất Bản Hà Nội,0.25
190861557,Yêu Những Ngày Nắng Chẳng Ghét Những Ngày Mưa,Kulzsc,132000,83001,3940,Sách Tô Màu Dành Cho Người Lớn,736,5,168,Nhà Xuất Bản Phụ Nữ,0.37
99513994,Những Người Đàn Ông Không Có Đàn Bà (Tái Bản),Haruki Murakami,100000,60000,1138,Truyện ngắn - Tản văn - Tạp Văn,212,4.8,272,Nhà Xuất Bản Hội Nhà Văn,0.4
69764547,Hẹn Nhau Phía Sau Tan Vỡ,An ,86000,52320,5688,Truyện ngắn - Tản văn - Tạp Văn,1351,4.8,232,Nhà Xuất Bản Phụ Nữ Việt Nam,0.39
194960730,Nỗi buồn chiến tranh,Bảo Ninh,130000,90100,398,Tiểu sử - Hồi ký,51,5,330,NXB Trẻ,0.31
104651900,Sách Seneca: Những Bức Thư Đạo Đức – Chủ nghĩa Khắc kỷ trong đời sống - Tập 1,Lucius Annaeus Seneca,149000,145000,2176,Others,399,4.8,338,Nhà Xuất Bản Thế Giới,0.03
205941719,Và Sao Không Thể Hết Yêu Em?,Nhiều tác giả,88000,55321,86,Thơ,7,4.6,168,Nhà Xuất Bản Phụ Nữ,0.37
161409461,Thùng 48 hộp sữa tươi tiệt trùng có đường TH True Milk 180ml (180ml x 48),Unknown,406800,386000,1372,Others,117,5,330,Unknown,0.05
106185389,Tổng ôn ngữ pháp Tiếng Anh cô Trang Anh- Sách luyện thi THPT Quốc gia môn tiếng anh ,Trang Anh,250000,169000,7154,Sách Luyện Thi Đại Học - Cao Đẳng,2407,4.8,606,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,0.32
125362332,Bạn Càng Mạnh Mẽ Thế Giới Càng Công Bằng (Vượt Qua Rào Cản Tâm Lý Để Thành Công Trong Công Việc),Patrick King,110000,71100,891,Others,104,5,200,Nhà Xuất Bản Thanh Niên,0.35
10971007,EQ - Trí Thông Minh Xúc Cảm Trong Công Việc,Justin Bariso,129000,91100,4960,Others,643,4.7,336,Unknown,0.29
4313653,Từng Bước Nở Hoa Sen,Thích Nhất Hạnh,75000,50200,6839,Others,640,5,120,Unknown,0.33
167972598,Tôi Thích Bản Thân Nỗ Lực Hơn (Ấn Bản Kỷ Niệm),Chu Xung,120000,84001,1458,Truyện ngắn - Tản văn - Tạp Văn,244,4.8,380,Nhà Xuất Bản Văn Học,0.3
205000920,Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm - Tập 14,Wataru WATARI,179000,132400,128,Light novel,21,5,516,Nhà Xuất Bản Hà Nội,0.26
201892200,Black Jack Tập 15 (Bìa Cứng),Osamu Tezuka,135000,115000,183,Others,13,5,330,NXB Trẻ,0.15
184070221,OSHO - Hiểu - Đường Đến Tự Do,Osho,168000,110800,911,Sách nghệ thuật sống đẹp,121,5,368,Nhà Xuất Bản Dân Trí,0.34
147920905,Đường Mây Qua Xứ Tuyết (Tái Bản),Lama Anagarika Govinda,118000,77800,547,Sách Địa Danh - Du Lịch,81,5,320,Nhà Xuất Bản Thế Giới,0.34
75630595,The Design Thinking Playbook- Thực Hành Tư Duy Thiết Kế,Michael Patrick Larry,299000,188370,1988,Sách kỹ năng làm việc,340,4.8,352,Nhà Xuất Bản Công Thương,0.37
201437949,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition - Tập 11,Nhiều tác giả,75000,70000,325,Others,37,5,330,Nhà Xuất Bản Kim Đồng,0.07
106864418,Combo 10 Cuốn: Chuyện Xóm Gà,Christian Jolibois,580000,336400,1101,Truyện tranh thiếu nhi,192,5,330,Nhà Xuất Bản Hà Nội,0.42
130997085,Chuyện Con Chó Tên Là Trung Thành,Luis Sepulveda,45000,27000,526,Văn học thiếu nhi,47,5,95,Nhà Xuất Bản Hội Nhà Văn,0.4
206308058,Người con,Georges Simenon,130000,78000,89,Truyện trinh thám,5,5,265,Nhà Xuất Bản Hội Nhà Văn,0.4
140416373,Hành Trình Về Phương Đông (Khổ Nhỏ)(Tái Bản),Baird T. Spalding,78000,51400,1291,Others,231,5,360,Nhà Xuất Bản Thế Giới,0.34
111849841,ĐƯỜNG XƯA MÂY TRẮNG BÌA CỨNG,Unknown,313000,313000,3,Others,1,5,330,Nhà Xuất Bản Hồng Đức,0
179063564,Tôi Tự Học,Thu Giang Nguyễn Duy Cần,120000,88300,757,Others,85,5,392,NXB Trẻ,0.26
129381098,Tiếp Thị 5.0: Công Nghệ Vị Nhân Sinh,Philip Kotler,120000,88100,2792,Sách kỹ năng làm việc,366,5,306,NXB Trẻ,0.27
205336477,Migi & Dali - Tập 7,Nami Sano,40000,39000,147,Others,9,5,200,Nhà Xuất Bản Kim Đồng,0.03
75813201,Không Đến Một (Tái Bản - Bìa Cam),Peter Thiel,110000,77900,1824,Sách khởi nghiệp,263,5,276,NXB Trẻ,0.29
170345816,Cẩm Nang Chăm Sóc Bé Sơ Sinh (Bữa Ăn Và Giấc Ngủ),Hachun Lyonnet (Hà Chũn),159000,111300,237,Sách Làm Cha Mẹ,18,5,64,Nhà Xuất Bản Lao Động,0.3
204805810,Bá Tước Tiểu Thư - Tập 7,Chieko Hosokawa,30000,28100,118,Others,8,5,330,Nhà Xuất Bản Kim Đồng,0.06
152740748,Lối Sống Tối Giản Của Người Nhật (Tái Bản),Sasaki Fumio,119000,83300,1711,Sách nghệ thuật sống đẹp,259,4.8,298,Nhà Xuất Bản Lao Động,0.3
77900454,Bí Mật Của Nước (Tái Bản),Masura Emoto,89000,62300,1766,Sách nghệ thuật sống đẹp,242,4.8,200,Nhà Xuất Bản Lao Động,0.3
79672197,Bí Mật Của May Mắn (Khổ Nhỏ)(Tái Bản),Alex Rovira,45000,25600,5154,Sách nghệ thuật sống đẹp,350,5,160,Nhà Xuất Bản Tổng hợp TP.HCM,0.43
145300494,The Mastery Of Self - Hành Trình Thấu Hiểu Bản Thân Và Tìm Thấy Tự Do,Don Miguel Ruiz JR.,180000,120600,648,Others,88,4.8,314,Nhà Xuất Bản Thế Giới,0.33
204363219,Ninja Rantaro - Tập 65,Soubee Amako,40000,39100,131,Others,6,5,330,Nhà Xuất Bản Kim Đồng,0.02
49910019,Bác Sĩ Riêng Của Bé Yêu - Chào Con! Ba Mẹ Đã Sẵn Sàng (Tái Bản),BS. Trần Thị Huyên Thảo,95000,65500,5235,Sách Làm Cha Mẹ,523,5,224,NXB Trẻ,0.31
67040913,The Magic - Phép Màu (2020),Rhowa Byrne,158000,158000,2614,Others,376,4.8,330,Nhà Xuất Bản Thế Giới,0
116406678,Quản Lý Nghiệp (Tái Bản),Geshe Michael Roach,59000,41300,1144,Bài học kinh doanh,63,5,159,Nhà Xuất Bản Lao Động,0.3
203763651,Vua Sáng Chế - Tập 21,Unknown,20000,18000,185,Others,14,5,330,Nhà Xuất Bản Kim Đồng,0.1
74460137,Bí Quyết Áp Dụng 7 Thói Quen Của Bạn Trẻ Thành Đạt (Khổ Nhỏ)(Tái Bản),Sean Covey,108000,71200,1968,Others,315,4.8,392,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
31509726,Làm Bạn Với Bầu Trời (Bìa Mềm) (Tặng Kèm Khung Ảnh Số Lượng Có Hạn),Nguyễn Nhật Ánh,110000,75001,26282,Truyện dài,2043,5,220,Unknown,0.32
148750882,Khi Mọi Thứ Sụp Đổ - Lời Khuyên Chân Thành Trong Những Thời Điểm Khó Khăn,Pema Chodron,119000,83300,1001,Others,125,4.8,316,Nhà Xuất Bản Hà Nội,0.3
200694865,Kingdom - Tập 36,Yasuhisa Hara,45000,39100,218,Others,15,5,330,NXB Trẻ,0.13
202851051,Bá Tước Tiểu Thư - Tập 6,Unknown,30000,30000,166,Others,11,5,330,Nhà Xuất Bản Kim Đồng,0
87226756,"Những Đêm Không Ngủ, Những Ngày Chậm Trôi",A Crazy Mind team,86000,55001,7559,Truyện ngắn - Tản văn - Tạp Văn,1903,4.8,192,Nhà Xuất Bản Văn Học,0.36
78598381,Tâm Lý Học Tính Cách (Tặng Kèm: 1 Bookmark),Trâu Hoành Minh,109000,66580,5839,Others,1258,5,312,Nhà Xuất Bản Phụ Nữ Việt Nam,0.39
179735872,Sách Tâm Lý Dành Cho Người Nhạy Cảm,Hiroko Mizushima,89000,62001,1710,Others,166,4.8,176,Nhà Xuất Bản Thế Giới,0.3
13333355,Đọc Nhiều Nhớ Được Bao Nhiêu?,Zion Kabasawa,118000,79000,3786,Sách kỹ năng làm việc,645,4.8,330,Unknown,0.33
175845415,Bí Quyết Tìm Kiếm Mặt Bằng Kinh Doanh - Đến Sahara Mở Quán Trà Đá - Bộ Sách Khởi Nghiệp Bán Lẻ,Unknown,199000,158400,1003,Sách kỹ năng làm việc,117,5,248,Nhà Xuất Bản Thế Giới,0.2
87959745,Hạnh Phúc Là Con Đường,Hà Vĩnh Thọ,155000,93000,1349,Truyện ngắn - Tản văn - Tạp Văn,158,5,368,Nhà Xuất Bản Thế Giới,0.4
186290796,Còn chút gì để nhớ (Tái Bản 2022),Nguyễn Nhật Ánh,43000,29800,249,Truyện ngắn - Tản văn - Tạp Văn,32,5,220,NXB Trẻ,0.31
202153823,Chắc Gì Ta Đã Yêu Nhau (Tái Bản 2022),Minh Nhật,88000,70200,213,Truyện ngắn - Tản văn - Tạp Văn,14,5,200,Nhà Xuất Bản Phụ Nữ Việt Nam,0.2
149180057,Đừng Cố Làm Người Tốt Trong Mắt Tất Cả Mọi Người,Unknown,108000,93000,1389,Others,197,5,256,Nhà Xuất Bản Đồng Nai,0.14
126853168,Thấu hiểu Hành vi giá Thị trường Tài chính (Understanding Price Action),Unknown,367000,367000,98,"Sách tài chính, tiền tệ",21,4.7,448,Nhà Xuất Bản Thanh Niên,0
205942273,Kỳ Nữ Gò Ôn Khâu,Hoài Điệp Thứ Lang,170000,102000,53,Tiểu Thuyết,1,5,433,Nhà Xuất Bản Hội Nhà Văn,0.4
204363212,Kaguya-Sama: Cuộc Chiến Tỏ Tình - Tập 5,Aka Akasaka,40000,39100,278,Others,14,5,330,Nhà Xuất Bản Kim Đồng,0.02
205749384,Gia Định Là Nhớ - Sài Gòn Là Thương,Cù Mai Công,118000,77800,73,Lịch Sử Việt Nam,6,4.8,224,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
112106439,GIẢI MÃ HÀNH VI ĐỌC VỊ CẢM XÚC,Unknown,129000,83000,1071,Others,165,4.7,330,NXB Đại học Kinh Tế Quốc Dân,0.36
207475536,"Vivre Card - Thẻ Dữ Liệu Nhân Vật One Piece Booster Pack - Những Kẻ Thực Thi ""Chính Nghĩa Hắc Ám""! CP9!!",Eiichiro Oda,25000,25000,29,Others,3,5,32,Nhà Xuất Bản Kim Đồng,0
202851053,"""Cậu"" Ma Nhà Xí Hanako - Tập 0",Unknown,30000,28000,518,Others,60,4.8,330,Nhà Xuất Bản Kim Đồng,0.07
21146760,Kinh Doanh - Khái Lược Những Tư Tưởng Lớn,DK,390000,262000,3139,Bài học kinh doanh,299,4.8,352,Unknown,0.33
158019964,Combo 4 Cuốn Bộ Sách: Nuôi Con Không Phải Là Cuộc Chiến (Tái Bản),"Mẹ Ong Bông, Hachun Lyonnet, Bubu Hương",476000,333200,987,Sách Làm Cha Mẹ,135,5,1050,Nhà Xuất Bản Lao Động,0.3
140360874,Những Đòn Tâm Lý Trong Bán Hàng (Tái Bản),Brian Tracy,139000,91100,567,Sách Marketing - Bán hàng ,58,5,332,Nhà Xuất Bản Lao Động,0.34
197587870,Làm sao dừng lại thời gian,Matt Haig,190000,142000,200,Tiểu Thuyết,19,4.7,460,Nhà Xuất Bản Thông Tấn,0.25
173882436,Tâm Lý Học Về Rối Loạn Nhân Cách Tránh Né,Okada Takashi,129000,90001,2162,Others,273,5,344,Nhà Xuất Bản Văn Học,0.3
126474205,Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc: Nghiên cứu chuyên sâu về cách giao dịch của Wyckoff,Rubén Villahermosa Chaves,499000,499000,3273,"Sách tài chính, tiền tệ",636,4.8,278,Nhà Xuất Bản Thế Giới,0
189940724,Triệu Phú Khu Ổ Chuột,Vikas Swarup,126000,75600,194,Truyện ngắn - Tản văn - Tạp Văn,25,5,446,Nhà Xuất Bản Hội Nhà Văn,0.4
73102465,Bé Tô màu - Combo 11 cuốn,Unknown,132000,61400,1749,Tô màu - Luyện chữ  ,331,4.8,16,Nhà Xuất Bản Mỹ Thuật,0.53
201048329,Slam Dunk - Deluxe Edition - Tập 11,Takehiko Inoue,60000,60000,365,Others,32,5,330,Nhà Xuất Bản Kim Đồng,0
13528057,Người Minh Họa,Ray Bradbury,118000,93500,649,Tiểu Thuyết,50,4.6,362,Unknown,0.21
54422942,Tôi Quyết Định Sống Cho Chính Tôi (Tái Bản 2020),Kim Suhyun,88000,53560,3829,Others,917,5,330,Nhà Xuất Bản Thanh Niên,0.39
168559521,Sự Trung Thực Của Xác Chết – Ghi Chép Của Một Nhà Pháp Y,Hajime Nishio,99000,69300,1105,Others,188,5,240,Nhà Xuất Bản Thế Giới,0.3
204957471,Sách công thức TikTokk Ads 1000 đơn,Unknown,199000,199000,82,Sách Marketing - Bán hàng ,1,5,330,Nhà Xuất Bản Thanh Niên,0
106206473,Thân Gửi Sở Thú,Rod Campbell,79000,47400,1361,Truyện kể cho bé,154,5,10,Nhà Xuất Bản Hội Nhà Văn,0.4
153518828,Hong Tay Khói Lạnh (Tản Văn Nguyễn Ngọc Tư),Nguyễn Ngọc Tư,90000,43001,1983,Truyện ngắn - Tản văn - Tạp Văn,302,5,176,NXB Trẻ,0.52
202853032,Husky Và Sư Tôn Mèo Trắng Của Hắn - Tập 4,Nhục Bao Bất Cật Nhục,169000,119000,161,Truyện đam mỹ,30,5,536,Nhà Xuất Bản Hà Nội,0.3
1926761,Khởi Nghiệp Bán Lẻ - Bí Quyết Thành Công Và Giàu Có Bằng Những Cửa Hàng Đông Khách - Công Thức Kinh Doanh Và Quản Lý Cửa Hàng Hiệu Quả,Trần Thanh Phong,199000,117000,27867,Sách khởi nghiệp,2236,4.8,330,Nhà Xuất Bản Đà Nẵng,0.41
95218547,Đọc Vị Mọi Vấn Đề Của Trẻ - Giải Mã Mọi Vấn Đề Về Nuôi Con Nhỏ: Ăn - Ngủ - Kỷ Luật Hành Vi (Tái Bản),Tracy Hogg,199000,139300,2808,Sách Làm Cha Mẹ,473,5,512,Nhà Xuất Bản Lao Động,0.3
54053521,Hội Chứng E,Franck Thilliez,179000,107400,1270,Truyện trinh thám,300,4.7,484,Nhà Xuất Bản Hội Nhà Văn,0.4
201580268,Đau – Sự Cứu Rỗi Nơi Tận Cùng Đau Thương,Tôn Tần,152000,119000,78,Truyện trinh thám,7,4.6,384,Nhà Xuất Bản Thanh Niên,0.22
92732216,Những Kẻ Xuất Chúng (Tái Bản),Malcolm Gladwell,159000,105000,1869,Sách kinh tế học,301,5,416,Nhà Xuất Bản Thế Giới,0.34
196932362,Đấng cứu thế,Jo Nesbø,259000,175001,236,Truyện trinh thám,32,5,560,Nhà Xuất Bản Hà Nội,0.32
112825941,Sự An Ủi Của Triết Học,Alain de Botton,109000,65400,615,Triết Học,86,4.8,336,Nhà Xuất Bản Thế Giới,0.4
168662558,CCMR. Phải Trái Đúng Sai,Michael Sandel,155000,97100,591,Others,83,5,402,NXB Trẻ,0.37
202891560,Tâm Lý Học Giải Mã Tình Yêu,Logan Ury,119000,85600,97,Lĩnh vực khác,5,5,300,Nhà Xuất Bản Thế Giới,0.28
111153025,Sách: 1 Ngày Bằng 48 Giờ - Sổ tay Quản Lí Thời Gian Hiệu Quả ,Instant Research Institude,72000,53500,991,Others,139,5,208,Nhà Xuất Bản Thanh Niên,0.26
103640412,Đừng Lựa Chọn An Nhàn Khi Còn Trẻ (Tái Bản),Cảnh Thiên,99000,69000,8291,Others,1581,4.8,316,Nhà Xuất Bản Thế Giới,0.3
202895291,Lịch Sử Cái Đẹp,Vĩ Ngư,459000,275400,141,Lĩnh vực khác,14,4.6,439,Nhà Xuất Bản Thế Giới,0.4
540039,Giáo Trình Chuẩn HSK 1 - Bài Học (Kèm file MP3),Khương Lệ Bình,198000,136600,6022,Sách Học Tiếng Hoa,810,4.8,144,Nhà Xuất Bản Tổng hợp TP.HCM,0.31
201004702,"Tình Đầu Chọn Tôi, Tôi Rất Ngọt",Thụy Mang,169000,125000,378,Truyện đam mỹ,96,4.8,528,Nhà Xuất Bản Hà Nội,0.26
77225336,Miếng Ngon Hà Nội (Việt Nam Danh Tác),Vũ Bằng,70000,42000,911,Tiểu Thuyết,171,5,212,Nhà Xuất Bản Hội Nhà Văn,0.4
204665316,"Chúng Ta Sống, Là Vì…?",Nguyễn Phong Việt,99000,79000,91,Truyện ngắn - Tản văn - Tạp Văn,1,5,184,Nhà Xuất Bản Thế Giới,0.2
1471887,Tớ Muốn Ăn Tụy Của Cậu,Sumino Yoru,96000,57600,4656,Tiểu Thuyết,634,4.6,344,Unknown,0.4
58213080,Montessori – Phương Pháp Giáo Dục Toàn Diện Cho Trẻ 0-6 Tuổi,Ito Mika,119000,84000,2624,Sách Làm Cha Mẹ,334,5,240,Nhà Xuất Bản Dân Trí,0.29
173745189,Clean Code – Mã Sạch Và Con Đường Trở Thành Lập Trình Viên Giỏi,Robert Cecil Martin,386000,303000,340,Others,61,4.7,596,Nhà Xuất Bản Dân Trí,0.22
113530804,Nếu Em Không Phải Giấc Mơ (Tái Bản),Marc Levy,89000,53400,210,Tiểu Thuyết,31,4.8,301,Nhà Xuất Bản Hội Nhà Văn,0.4
195801686,Black Jack - Tập 13 (Bìa Mềm),Osamu Tezuka,30000,26100,666,Others,59,5,330,NXB Trẻ,0.13
104074993,Nhảy Nhảy Nhảy (Tái Bản),Haruki Murakami,169000,101400,802,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,175,5,568,Nhà Xuất Bản Hội Nhà Văn,0.4
10379317,Nghệ Thuật Giao Tiếp Để Thành Công (Tái Bản 2019),Leil Lowndes,169000,111000,5489,Others,568,4.8,440,Unknown,0.34
203757842,Migi & Dali - Tập 6,Nami Sano,40000,38100,169,Others,10,5,330,Nhà Xuất Bản Kim Đồng,0.05
41299108,Trở Về Từ Cõi Sáng (Tái Bản),Nguyên Phong,98000,64600,5353,Others,564,4.8,208,Unknown,0.34
27589910,"Bố Xấu, Bố Tốt",David Walliams,128000,101000,1521,Văn học thiếu nhi,129,4.8,444,Unknown,0.21
152875147,Miền Đất Hứa - Barack Obama (Bìa Cứng),Barack Obama,768000,338001,1841,Tiểu sử - Hồi ký,228,5,1072,Nhà Xuất Bản Dân Trí,0.56
425716,Atlas Giải Phẫu Cơ Thể Người,BS. Alice Roberts,680000,544000,122,Others,16,5,512,Nhà Xuất Bản Dân Trí,0.2
40052042,Đọc Vị Bất Kỳ Ai (Tái Bản 2019),TS. David J. Lieberman,79000,55300,18965,Others,2420,4.8,223,Unknown,0.3
50269973,Biểu Tượng Thất Truyền (Tái Bản 2020),Dan Brown,219000,155000,1351,Truyện trinh thám,312,4.7,756,Nhà Xuất Bản Lao Động,0.29
34267257,Nhân tố Enzyme - Phương Thức Sống Lành Mạnh (Tái Bản 2019),Hiromi Shinya,89000,62300,11445,Others,1343,4.8,224,Unknown,0.3
203231461,SIGNS Thông Điệp Bí Ẩn Từ Vũ Trụ,Laura Lynne Jackson,129000,95400,65,Lĩnh vực khác,4,4.8,376,Nhà Xuất Bản Thanh Niên,0.26
207475552,Vua Sáng Chế Tập 23,Tatsuki Nohda,20000,20000,34,Others,4,5,192,Nhà Xuất Bản Kim Đồng,0
205942265,Infinite Dendrogram 3 - Đại Chiến Siêu Cấp,Kaidou Sakon,130000,78000,45,Light novel,8,5,352,Nhà Xuất Bản Hà Nội,0.4
17960478,RIO Book No.3 - Hình Ảnh Điều Khiển Tâm Trí - 33 Kỹ Thuật Điều Khiển Tâm Lý Trong Truyền Thông Thị Giác,Andrews - Van leeuwen - Van Baaren ,155000,108500,2127,Sách Marketing - Bán hàng ,213,4.8,330,Nhà Xuất Bản Dân Trí,0.3
178483637,Nước Ép Trị Liệu Và Chế Độ Ăn Theo Phương Pháp Cơ Thể Tự Chữa Lành,Emma Phạm,199000,139300,1792,Others,219,5,340,Nhà Xuất Bản Thế Giới,0.3
94803499,Rừng Sâu Tăm Tối,Ruth Ware,165000,156750,11,Tiểu Thuyết,5,4.8,432,Nhà Xuất Bản Hội Nhà Văn,0.05
480687,Vô Thường,Nguyễn Bảo Trung,79000,52000,10187,Truyện ngắn - Tản văn - Tạp Văn,707,4.8,216,Unknown,0.34
66067655,Trải Nghiệm Khách Hàng Xuất Sắc,Nguyễn Dương,250000,167500,8054,"Sách quản trị, lãnh đạo",810,5,344,Nhà Xuất Bản Thế Giới,0.33
45321628,Tiệm Bá Nghệ Tada Trước Ga Mahoro,Miura Shion,120000,72000,685,Tiểu Thuyết,95,5,340,Nhà Xuất Bản Dân Trí,0.4
20917699,Làm Sao Học Ít Hiểu Nhiều,Zion Kabasawa,128000,85700,2703,Others,478,4.8,272,Unknown,0.33
