product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,discount
74021317,Cây Cam Ngọt Của Tôi,José Mauro de Vasconcelos,108000,64800,53075,Tiểu Thuyết,11481,5,244,Nhà Xuất Bản Hội Nhà Văn,0.4
184466860,Hành Tinh Của Một Kẻ Nghĩ Nhiều,Nguyễn Đoàn Minh Thư,86000,59900,7929,Others,780,4.8,184,Nhà Xuất Bản Thế Giới,0.3
73787185,Những Tù Nhân Của Địa Lý,Tim Marshall,210000,126000,17896,Lĩnh vực khác,3623,4.8,430,Nhà Xuất Bản Hội Nhà Văn,0.4
52789367,Nhà Giả Kim (Tái Bản 2020),Paulo Coelho,79000,47400,24668,Tác phẩm kinh điển,5131,5,228,Nhà Xuất Bản Hà Nội,0.4
147920903,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,Unknown,135000,81000,10000,Tiểu Thuyết,1636,4.8,304,Nhà Xuất Bản Hội Nhà Văn,0.4
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),Higashino Keigo,105000,63000,25272,Truyện ngắn - Tản văn - Tạp Văn,3791,4.8,358,Unknown,0.4
167940010,Thao Túng Tâm Lý,Shannon Thomas,169000,103000,8152,Others,785,4.8,328,Nhà Xuất Bản Dân Trí,0.39
117238177,Thư Viện Nửa Đêm,Matt Haig,150000,90000,7166,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1544,4.8,424,Nhà Xuất Bản Hội Nhà Văn,0.4
189643105,Không Phải Sói Nhưng Cũng Đừng Là Cừu -Tặng kèm bookmark 2 mặt,Lê Bảo Ngọc,128000,96000,4630,Others,604,4.8,296,Nhà Xuất Bản Thế Giới,0.25
199216988,Càng Bình Tĩnh Càng Hạnh Phúc,Vãn Tình,139000,85180,3980,Others,327,4.8,352,Nhà Xuất Bản Thế Giới,0.39
3954355,Yêu Những Điều Không Hoàn Hảo,Hae Min,139000,83400,33316,Truyện ngắn - Tản văn - Tạp Văn,3431,4.8,300,Unknown,0.4
42230121,Hiểu Về Trái Tim (Tái Bản),Minh Niệm,138000,95200,25230,Others,2990,4.8,480,Unknown,0.31
206840682,Quyền Lực Của Địa Lý - The Power Of Geography,Tim Marshall,280000,221000,164,Sách kinh tế học,14,4.6,559,Nhà Xuất Bản Phụ Nữ,0.21
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),Andrea Hirata,109000,65400,17175,Tiểu Thuyết,3033,4.8,428,Nhà Xuất Bản Hội Nhà Văn,0.4
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Cao Minh,179000,115001,20322,Truyện ngắn - Tản văn - Tạp Văn,4863,4.8,424,Nhà Xuất Bản Thế Giới,0.36
72459686,How Psychology Works - Hiểu Hết Về Tâm Lý Học,Jo Hemmings,300000,180000,13802,Others,3180,4.8,247,Nhà Xuất Bản Thế Giới,0.4
117254517,Đại Dương Đen - Những Câu Chuyện Từ Thế Giới Của Trầm Cảm,Đặng Hoàng Giang,240000,144000,9627,Truyện ngắn - Tản văn - Tạp Văn,2013,5,322,Nhà Xuất Bản Hội Nhà Văn,0.4
7779328,Cú Săn Đêm,Samuel Bjork,134000,113900,7,Tiểu Thuyết,0,0,400,Unknown,0.15
188940817,Vị Thần Của Những Quyết Định,Universe,79000,55100,4654,Sách Chiêm Tinh - Horoscope,648,4.8,320,Nhà Xuất Bản Thế Giới,0.3
15267827,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,75000,45000,20669,Truyện kể cho bé,3011,4.8,102,Unknown,0.4
69219919,Muôn Kiếp Nhân Sinh (Khổ Nhỏ),Nguyên Phong,98000,72000,12009,Others,2603,4.8,482,Nhà Xuất Bản Tổng hợp TP.HCM,0.27
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),Hae Min,85000,51000,44869,Truyện ngắn - Tản văn - Tạp Văn,3702,4.8,256,Unknown,0.4
8885999,Totto - Chan Bên Cửa Sổ (Tái Bản),Kuroyanagi Tetsuko,98000,58800,18288,Truyện dài,1829,5,330,Unknown,0.4
71345381,Thay Đổi Cuộc Sống Với Nhân Số Học,David A. Phillips,248000,141300,24563,Others,4712,4.8,342,Nhà Xuất Bản Tổng hợp TP.HCM,0.43
92096344,Những Người Khốn Khổ (Boxet 2 Tập),Victor Hugo,499000,399000,2274,Tác phẩm kinh điển,553,4.8,1672,Nhà Xuất Bản Văn Học,0.2
3638033,Trăm Năm Cô Đơn,Gabriel Garcia Marquez,169000,101400,7143,Truyện ngắn - Tản văn - Tạp Văn,989,4.7,496,Unknown,0.4
52785564,Dịch Hạch (Nobel Văn Chương 1957),Albert Camus,129000,77400,2904,Tác phẩm kinh điển,508,4.6,392,Nhà Xuất Bản Dân Trí,0.4
97594364,Luật Tâm Thức - Giải Mã Ma Trận Vũ Trụ,Ngô Sa Thạch,320000,223001,27672,Lĩnh vực khác,6325,4.7,408,Nhà Xuất Bản Dân Trí,0.3
1476937,Dám Bị Ghét,Koga Fumitake,96000,57600,45858,Tiểu Thuyết,3457,4.8,336,Unknown,0.4
3828605,Chú Bé Mang Pyjama Sọc (Tái Bản 2018),John Boyne,68000,40800,8464,Truyện kể cho bé,1351,5,253,Unknown,0.4
114937969,Rừng Nauy (Tái Bản),Haruki Murakami,150000,90000,3660,Tiểu Thuyết,777,4.8,556,Nhà Xuất Bản Hội Nhà Văn,0.4
8885995,Sự Im Lặng Của Bầy Cừu (Tái Bản),Thomas Harris,115000,69000,15845,Truyện dài,2469,4.8,347,Unknown,0.4
75953557,Tâm Lý Học Về Tiền,Morgan Housel,189000,133000,18383,"Sách tài chính, tiền tệ",2990,4.8,384,Nhà Xuất Bản Dân Trí,0.3
12377498,Bố Con Cá Gai (Tái Bản 2019),Cho Chang - In,96000,57600,6384,Tiểu Thuyết,1025,4.8,340,Unknown,0.4
145288029,Xứ Cát,Frank Herbert,249000,149400,5185,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1065,4.7,714,Nhà Xuất Bản Hội Nhà Văn,0.4
113530805,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),Rosie Nguyễn,90000,54000,6552,Others,1273,4.8,291,Nhà Xuất Bản Hội Nhà Văn,0.4
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",Tống Mặc,89000,57001,65623,Others,6602,4.8,264,Unknown,0.36
56454897,Hiệu Sách Nhỏ Ở Paris,Nina George,149000,89400,5665,Tiểu Thuyết,1069,4.8,452,Nhà Xuất Bản Hà Nội,0.4
197657911,Tiếng Núi,Kawabata Yasunari,220000,132000,854,Tác phẩm kinh điển,79,4.8,384,Nhà Xuất Bản Hà Nội,0.4
70016692,Bắt Trẻ Đồng Xanh (Tái Bản 2020),Jerome David Salinger,88000,52800,6679,Tiểu Thuyết,1547,4.8,328,Nhà Xuất Bản Hội Nhà Văn,0.4
204317934,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,Trần Đặng Đăng Khoa,325000,262000,768,Du ký,59,5,330,NXB Trẻ,0.19
106863963,Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,Diệp Hồng Vũ,145000,93001,16741,Others,5540,4.8,280,Nhà Xuất Bản Thanh Niên,0.36
17336364,Phía Sau Nghi Can X (Tái Bản 2019),Higashino Keigo,109000,65400,16595,Truyện trinh thám,3213,4.8,396,Unknown,0.4
53095307,Nàng Tóc Đỏ (Nobel Văn Chương 2006),Unknown,120000,66000,708,Tác phẩm kinh điển,85,4.7,320,Nhà Xuất Bản Dân Trí,0.45
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,John Gray,188000,135300,48419,Others,3904,4.7,488,Unknown,0.28
127844385,Kiêu Hãnh Và Định Kiến (Tái Bản),Jane Austen,116000,86500,1932,Tiểu Thuyết,369,4.8,362,Nhà Xuất Bản Hội Nhà Văn,0.25
10095276,Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật,Ken Mogi,90000,54000,5684,Others,498,4.8,199,Unknown,0.4
54266567,Think And Grow Rich - Nghĩ Giàu Và Làm Giàu,Napoleon Hill,110000,72600,8825,Bài học kinh doanh,1448,4.8,450,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
100347903,Nói Một Cách Đơn Giản,Rhee Dongwoo,129000,98000,628,Others,73,5,264,Nhà Xuất Bản Hà Nội,0.24
203701754,Một Họa Sĩ Phù Thế,Kazuo Ishiguro,169000,101400,291,Tiểu Thuyết,21,5,299,Nhà Xuất Bản Văn Học,0.4
103379147,Bạch Dạ Hành (Tái Bản),Higashino Keigo,209000,125400,3528,Truyện trinh thám,918,4.8,628,Nhà Xuất Bản Hội Nhà Văn,0.4
71990280,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Trương Tiếu Hằng,159000,111000,7744,Sách nghệ thuật sống đẹp,1242,4.8,450,Nhà Xuất Bản Thanh Niên,0.3
121635152,Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),Yoo Eun Jung,119000,72780,7994,Others,1418,5,304,Nhà Xuất Bản Dân Trí,0.39
14684956,Sáu Người Đi Khắp Thế Gian (Tập 2) ( Tái Bản 2019 ),James Albert Michener,150000,127500,18,Du ký,4,5,564,Unknown,0.15
95470626,Combo 2 Cuốn: Muôn Kiếp Nhân Sinh + Muôn Kiếp Nhân Sinh 2 (Bìa Mềm),Nguyên Phong,436000,248500,5947,Others,1207,4.8,960,Nhà Xuất Bản Tổng hợp TP.HCM,0.43
72308265,Hoa Vẫn Nở Mỗi Ngày,Unknown,234000,140400,3892,Tiểu Thuyết,793,4.8,532,Nhà Xuất Bản Hà Nội,0.4
69764541,Tâm Lý Học Hành Vi (Tặng Kèm 1 Bookmark ),Khương Nguy,98000,63001,13123,Others,2505,5,276,Nhà Xuất Bản Hà Nội,0.36
143217512,Điềm Tĩnh Và Nóng Giận,Tạ Quốc Kế,96000,63320,6838,Others,812,4.8,224,Nhà Xuất Bản Thế Giới,0.34
124767703,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),Richard Nicholls,105000,76000,3906,Others,497,5,336,Nhà Xuất Bản Thế Giới,0.28
27582931,How Money Works - Hiểu Hết Về Tiền,Dịch giả Bùi Thị Quỳnh Chi,300000,180000,8546,Bài học kinh doanh,1291,4.7,257,Unknown,0.4
46240929,Rèn Luyện Tư Duy Phản Biện,Albert Rutherford,99000,54450,25115,Others,4341,4.8,204,Nhà Xuất Bản Phụ Nữ,0.45
205033951,Một chỗ trong đời,Annie Ernaux,69000,51700,240,Tác phẩm kinh điển,14,5,98,Nhà Xuất Bản Hội Nhà Văn,0.25
77105730,Tàn Ngày Để Lại (Bìa Cứng),Kazuo Ishiguro,169000,101400,2895,Tiểu Thuyết,583,4.8,286,Nhà Xuất Bản Văn Học,0.4
52805060,Chúa Ruồi - Tiểu Thuyết (Nobel Văn Chương 1983)(Tái Bản 2020),William Golding,88000,52800,3918,Tác phẩm kinh điển,744,4.8,326,Nhà Xuất Bản Văn Học,0.4
381234,Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),Allan & Barbara Pease,198000,159000,30490,Others,1076,4.7,456,Unknown,0.2
188695904,GIẬN (TBL22),Thích Nhất Hạnh,135000,116000,1802,Others,145,5,248,Nhà Xuất Bản Thế Giới,0.14
573722,Thạch Sùng Trên Gác Mái,Trịnh Lịch Nhi,59000,50150,15,Truyện ngắn - Tản văn - Tạp Văn,3,5,98,Unknown,0.15
145288026,Chia Rẽ - Tại Sao Chúng Ta Đang Sống Trong Thời Đại Của Những Bức Tường,Tim Marshall,200000,120000,1745,Truyện ngắn - Tản văn - Tạp Văn,272,4.8,396,Nhà Xuất Bản Dân Trí,0.4
52329763,Kafka bên bờ biển (Tái Bản 2020),Haruki Murakami,158000,94800,4622,Tiểu Thuyết,986,4.8,530,Nhà Xuất Bản Hội Nhà Văn,0.4
161008715,Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người (Tái Bản),David R.Hawkins,179000,125300,2792,Kiến Thức Bách Khoa,281,5,398,Nhà Xuất Bản Thế Giới,0.3
68585576,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,109000,74000,17018,Others,3219,4.8,288,Nhà Xuất Bản Thế Giới,0.32
195801692,Chuyện Con Mèo Lập Kèo Cứu Sách,Natsukawa Sosuke,119000,71400,562,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,78,5,256,Nhà Xuất Bản Hà Nội,0.4
157432544,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),Mai Lan Hương,220000,151800,5616,Sách Học Tiếng Anh,1014,5,560,Nhà Xuất Bản Đà Nẵng,0.31
174444163,"Dear, Darling",Hiên,88000,61100,4735,Truyện ngắn - Tản văn - Tạp Văn,724,4.8,200,Nhà Xuất Bản Phụ Nữ Việt Nam,0.31
120509490,Thương Nhớ Mười Hai (Việt Nam Danh Tác) (Tái Bản),Vũ Bằng,99000,59400,1119,Truyện ngắn - Tản văn - Tạp Văn,174,5,344,Nhà Xuất Bản Hội Nhà Văn,0.4
11122712,Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,William J. O’Neil,700000,700000,14656,"Sách tài chính, tiền tệ",2320,4.8,1044,Nhà Xuất Bản Thế Giới,0
35355716,Gỗ Thần,Lưu Khánh Bang,79000,67150,4,Truyện trinh thám,3,5,164,Unknown,0.15
120219394,Tôi Nói Gì Khi Nói Về Chạy Bộ,Haruki Murakami,76000,59000,89,Truyện ngắn - Tản văn - Tạp Văn,15,5,235,Nhà Xuất Bản Hội Nhà Văn,0.22
107802183,Sức Mạnh Tiềm Thức (Tái Bản),Joseph Murphyc,128000,84400,5034,Others,711,5,336,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
7718737,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản),Rolf Dobelli,118000,70800,9719,Others,888,4.8,422,Unknown,0.4
147999778,Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),Chung Ju Yung,268000,168800,6051,Bài học kinh doanh,490,5,512,Nhà Xuất Bản Dân Trí,0.37
527316,Mát Mát Lạnh Lạnh,Ngọc Bảo An,55000,43500,278,Truyện ngắn - Tản văn - Tạp Văn,13,4.7,126,Unknown,0.21
641906,Bí Mật Của Naoko,Higashino Keigo,108000,64800,12680,Tiểu Thuyết,1293,4.7,468,Unknown,0.4
153045603,Người Giỏi Không Phải Là Người Làm Tất Cả (Tái Bản),Donna M. Genett,58000,38200,1278,Sách kỹ năng làm việc,88,5,116,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
204806201,Chiến Tranh Tiền Tệ - Tập 5,Song Hong Bing,195000,137000,182,"Sách quản trị, lãnh đạo",15,5,330,Nhà Xuất Bản Lao Động,0.3
203957925,Monster #8 - Tập 6,Naoya Matsumoto,58000,49200,1438,Others,132,5,188,Nhà Xuất Bản Hồng Đức,0.15
1934493,Thiên Môn Chi Thánh,Phương Bạch Vũ,100000,75000,497,Tiểu Thuyết,31,4.5,340,Unknown,0.25
174842858,Sức Mạnh Của Ngôn Từ (Tái Bản 2022),Don Gabor,108000,71200,837,Sách nghệ thuật sống đẹp,72,5,312,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
207475540,Blue Flag Tập 8 [Tặng Kèm Bookmark PVC],Kaito,45000,45000,143,Others,15,4.7,244,Nhà Xuất Bản Kim Đồng,0
3071853,Homo Deus: Lược Sử Tương Lai,Yuval Noah Harari,189000,113400,19927,Lịch Sử Thế Giới,1486,4.6,512,Unknown,0.4
27971953,Lược Sử Tôn Giáo,Richard Holloway,129000,77400,4438,Others,579,4.7,308,Unknown,0.4
8886001,Giết Con Chim Nhại (Tái Bản),Harper Lee,120000,72000,12199,Truyện dài,1379,4.8,330,Unknown,0.4
50414368,Án Mạng Mười Một Chữ,Higashino Keigo,110000,66000,7392,Truyện trinh thám,1232,4.8,260,Nhà Xuất Bản Hà Nội,0.4
50072452,Lâu Đài Bay Của Pháp Sư Howl (Tái Bản 2020),Diana Wynne Jones,106000,63600,5292,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1283,4.8,400,Nhà Xuất Bản Hội Nhà Văn,0.4
184419723,Sapiens Lược Sử Loài Người (Tái Bản 2022),Yuval Noah Harari,299000,191000,674,Lịch Sử Thế Giới,72,5,600,Nhà Xuất Bản Tri Thức,0.36
199692508,"Basic Economics: Kinh tế học cơ bản, a bờ cờ, kinh tế học nhập môn cho nhà đầu tư",Thomas Sowell,569000,569000,363,"Sách tài chính, tiền tệ",50,5,750,Nhà Xuất Bản Thế Giới,0
198414891,Hồ Sơ Tâm Lý Học Tâm Thần Hay Kẻ Điên,Mục Qua,189000,116180,643,Kiến Thức Bách Khoa,86,5,440,Nhà Xuất Bản Thanh Niên,0.39
21367457,Tôn Tử Binh Pháp ( Tái Bản ),Tôn Tử,76000,45600,4002,Kiến Thức Bách Khoa,703,4.8,272,Unknown,0.4
168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),Song Hong Bing,165000,116000,3436,"Sách tài chính, tiền tệ",480,5,532,Nhà Xuất Bản Lao Động,0.3
23416722,How The Body Works - Hiểu Hết Về Cơ Thể,Phạm Hằng Nguyên,300000,180000,5507,Others,940,4.8,220,Unknown,0.4
57762732,Nhà Đầu Tư Thông Minh (Tái Bản 2020),Benjamin Graham,199000,119400,15154,Sách kỹ năng làm việc,2749,4.8,644,Nhà Xuất Bản Thế Giới,0.4
57325187,Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),GEORGE SAMUEL CLASON,98000,64600,12729,Bài học kinh doanh,2134,5,216,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
196932335,Đi khi ta còn trẻ,Trương Anh Ngọc,120000,72000,423,Tiểu sử - Hồi ký,27,4.7,236,Nhà Xuất Bản Thế Giới,0.4
94159129,Franken-Stein Ở Baghdad,Ahmed Saadawi,148000,59200,188,Tiểu Thuyết,36,4.7,356,Nhà Xuất Bản Hội Nhà Văn,0.6
69764534,Thợ Xăm Ở Auschwitz,Heather Morris,148000,88800,2251,Tiểu Thuyết,447,4.8,384,Nhà Xuất Bản Văn Học,0.4
111285062,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),Dale Carnegie,86000,56700,6660,Sách nghệ thuật sống đẹp,757,4.8,320,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
86517373,Khoa Học Về Nấu Ăn - The Science Of Cooking,Stuart Farrimond,350000,210000,5937,Sách Nấu ăn,1239,4.8,258,Nhà Xuất Bản Thế Giới,0.4
179546070,Luật Hấp Dẫn - Quy Luật Về Sức Mạnh Của Linh Hồn Và Năng Lượng Chữa Lành Cơ Thể Từ Bên Trong,Prentice Mulford,129000,90200,929,Others,86,5,264,Nhà Xuất Bản Thanh Niên,0.3
200780130,Người bà tài giỏi vùng Saga – Tập 9,Yoshichi Shimada,52000,43000,977,Others,81,5,194,Nhà Xuất Bản Phụ Nữ,0.17
53720978,"Trong Cái Không Có  Gì Không ? (Thiền Sư Thích Nhất Hạnh Trả Lời Cho Trẻ Em Những Thắc Mắc Về Ý Nghĩa Cuộc Sống, Về Cái Chết, Về Gia Đình, Bạn Bè Và Nhiều Câu Hỏi Khác)",Thích Nhất Hạnh,160000,130000,3450,Sách nghệ thuật sống đẹp,392,5,72,Nhà Xuất Bản Kim Đồng,0.19
3608625,Payback Time - Ngày Đòi Nợ,Phil Town,299000,299000,31234,Bài học kinh doanh,4311,4.8,280,Nhà Xuất Bản Thế Giới,0
73633330,"Think And Grow Rich - 13 Nguyên Tắc Nghĩ Giàu, Làm Giàu (Tái Bản)",Napoleon Hill,110000,77000,12230,Sách kỹ năng làm việc,1958,4.8,399,Nhà Xuất Bản Lao Động,0.3
148760924,How Management Works - Hiểu Hết Về Quản Lý,DK,330000,262000,1391,"Sách quản trị, lãnh đạo",204,4.8,244,Nhà Xuất Bản Thế Giới,0.21
35283863,Lược Sử Thế Giới,E.H. Gombrich,320000,192000,5087,Lịch Sử Thế Giới,754,4.6,426,Nhà Xuất Bản Thế Giới,0.4
147988216,Combo 2 Cuốn : Dám Bị Ghét + Dám Hạnh Phúc,Kishimi Ichiro,206000,119480,1482,Others,267,5,330,Nhà Xuất Bản Lao Động,0.42
74341297,Không Sợ Chậm Chỉ Sợ Dừng ,Vãn Tình,129000,83001,13655,Sách nghệ thuật sống đẹp,2802,5,364,Nhà Xuất Bản Thế Giới,0.36
161008717,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),Brian L Weiss,99000,69300,2734,Others,395,5,292,Nhà Xuất Bản Lao Động,0.3
49459956,Chủ Nghĩa Khắc Kỷ - Phong Cách Sống Bản Lĩnh Và Bình Thản,William B. Irvine,125000,87500,24252,Kiến Thức Bách Khoa,3508,4.8,370,Nhà Xuất Bản Công Thương,0.3
76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Cole Nussbaumer Knaflic,319000,223000,8567,Sách kỹ năng làm việc,1641,5,280,Nhà Xuất Bản Thế Giới,0.3
77774625,"Nghệ Thuật Tập Trung - Nâng Cao Năng Suất, Tối Ưu Thời Gian, Hiệu Quả Bất Ngờ",Nhà tâm thần học DaiGo,99000,70100,8188,Others,1565,4.8,208,Nhà Xuất Bản Thế Giới,0.29
75307228,OSHO - Yêu - Being In Love,Osho,168000,110800,671121,Sách nghệ thuật sống đẹp,1855,5,350,Nhà Xuất Bản Văn Hóa - Văn Nghệ TP.HCM,0.34
45902241,Tìm Mình Trong Thế Giới Hậu Tuổi Thơ,Đặng Hoàng Giang,142000,85200,14728,Sách Tâm Lý Tuổi Teen,1578,4.8,404,Nhà Xuất Bản Hội Nhà Văn,0.4
85763211,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),Bạch Tô,99000,64001,10037,Others,2253,5,320,Nhà Xuất Bản Văn Học,0.35
5067169,Luật Hấp Dẫn (Tái Bản),Unknown,89000,53400,7271,Others,673,4.8,291,Unknown,0.4
54748899,Muôn Kiếp Nhân Sinh (Many Lives - Many Times),Nguyên Phong,168000,110800,45110,Others,5075,4.8,408,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),Robert Greene,200000,161000,3738,Others,585,4.8,330,NXB Trẻ,0.19
203954152,Blue Period - Tập 06,Yamaguchi Tsubasa,48000,41700,334,Others,29,5,192,NXB Trẻ,0.13
82912488,Từ Tốt Đến Vĩ Đại (Tái bản 2021),Unknown,130000,93800,8235,Sách kinh tế học,1119,5,484,NXB Trẻ,0.28
201877500,"Wyckoff 2.0: Tìm hiểu chuyên sâu về cấu trúc, hồ sơ khối lượng và dòng chảy lệnh trên thị trường",Rubén Villahermosa Chaves,499000,499000,246,"Sách tài chính, tiền tệ",27,5,348,Nhà Xuất Bản Thế Giới,0
140416370,Dòng Chảy,Mihaly Csikszentmihalyi,228000,150400,3128,Sách nghệ thuật sống đẹp,375,5,556,Nhà Xuất Bản Dân Trí,0.34
195801690,"The Witcher - Thuật Sĩ, Điều Ước Cuối Cùng",Andrzej Sapkowski,175000,105000,534,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,75,4.8,352,Nhà Xuất Bản Hội Nhà Văn,0.4
206576737,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 12 [Tặng Kèm Bookmark PVC],Kamui Fujiwara,75000,75000,139,Others,8,5,280,Nhà Xuất Bản Kim Đồng,0
73125816,Digital Marketing - Từ Chiến Lược Đến Thực Thi (Tái Bản 2020),Unknown,220000,154000,4487,Sách Marketing - Bán hàng ,865,4.8,250,Nhà Xuất Bản Lao Động,0.3
201355034,Mỗi Một Người Đều Cần Nhiều Trạm Dừng,Linh – Minh Mẫn,118000,83900,443,Truyện ngắn - Tản văn - Tạp Văn,24,4.8,216,Nhà Xuất Bản Văn Học,0.29
207398348,Kingdom - Tập 39,Yasuhisa Hara,45000,39100,90,Others,2,5,216,NXB Trẻ,0.13
206308038,Lịch Nhã Nam - Những chú mèo văn chương -  Happy New Year Quý Mão 2023,Tùng Nâm,88000,64000,112,Tác phẩm kinh điển,19,5,13,Nhà Xuất Bản Thế Giới,0.27
7833728,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),Robert T. Kiyosaki,65000,52000,36046,Bài học kinh doanh,3451,4.8,193,Unknown,0.2
5154511,Bà Nội Găngxtơ (Tái Bản),David Walliams,75000,45000,4137,Tiểu Thuyết,463,5,241,Unknown,0.4
173748415,Tâm Lý Học Mối Quan Hệ,Choi Kwanghyun,98000,69001,2451,Others,254,5,280,Nhà Xuất Bản Thanh Niên,0.3
52329861,Con Đường Hồi Giáo (Tái Bản 2020),Nguyễn Phương Mai,100000,60000,4379,Sách Địa Danh - Du Lịch,859,5,304,Nhà Xuất Bản Hội Nhà Văn,0.4
14053724,Sự Cứu Rỗi Của Thánh Nữ,Higashino Keigo,128000,76800,6399,Tiểu Thuyết,673,4.8,382,Unknown,0.4
2496281,Đồi Gió Hú (Tái Bản),Emily Bronte,108000,64800,3617,Tác phẩm kinh điển,497,4.8,492,Unknown,0.4
202851059,One Piece -Tập 101: “Siêu Sao Thượng Đài”,Unknown,22000,18000,1591,Others,142,4.8,330,Nhà Xuất Bản Kim Đồng,0.18
187338036,Chiến Tranh Tiền Tệ - Tập 4, Song Hong Bing,185000,131000,1124,"Sách tài chính, tiền tệ",145,5,608,Nhà Xuất Bản Lao Động,0.29
111580006,Muôn Kiếp Nhân Sinh 2 (Khổ Nhỏ),Nguyên Phong,148000,97600,3843,Others,907,5,672,Nhà Xuất Bản Tổng hợp TP.HCM,0.34
35191892,21 Bài Học Cho Thế Kỷ 21,Yuval Noah Harari,209000,125400,18353,Tiểu Thuyết,1681,4.6,434,Nhà Xuất Bản Thế Giới,0.4
3737963,Bức Xúc Không Làm Ta Vô Can (Tái Bản),Đặng Hoàng Giang,85000,51000,10535,Others,941,4.8,210,Unknown,0.4
157240665,Ra Bờ Suối Ngắm Hoa Kèn Hồng (Truyện Dài-Nguyễn Nhật Ánh),Nguyễn Nhật Ánh,145000,85001,9116,Truyện dài,1867,5,336,NXB Trẻ,0.41
202450677,Chú Thuật Hồi Chiến Tập 8,Gege Akutami,30000,28100,2175,Others,393,5,192,Nhà Xuất Bản Kim Đồng,0.06
76388962,"Chúng Ta Rồi Sẽ Hạnh Phúc, Theo Những Cách Khác Nhau [Tặng Kèm: 01 Bookmark]",Thảo Thảo,86000,58100,7991,Truyện ngắn - Tản văn - Tạp Văn,1691,4.8,208,Nhà Xuất Bản Văn Học,0.32
90622579,Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,Trần Lộ,150000,96001,7268,Others,1578,4.8,448,Nhà Xuất Bản Thanh Niên,0.36
